"","X","Id","Title","LocationNormalized","ContractType","ContractTime","Company","Category","SalaryNormalized","SourceName","level"
"579",1268,46636849," rgn rmn nurse","Salisbury","","","","Healthcare & Nursing Jobs",23500,"careworx.co.uk","Mid-Level"
"580",1269,46636852," rmn secure hospital","Norwich","","","","Healthcare & Nursing Jobs",27500,"careworx.co.uk","Mid-Level"
"581",1270,46636853," rnld nurse","Doncaster","","","","Healthcare & Nursing Jobs",26000,"careworx.co.uk","Mid-Level"
"582",1277,46636877," rnld rmn staff nurse","Colchester","full_time","","","Healthcare & Nursing Jobs",26750,"careworx.co.uk","Mid-Level"
"583",1279,46636887," rmn srgn s","Monmouth","","","","Healthcare & Nursing Jobs",24000,"careworx.co.uk","Mid-Level"
"584",1284,46636927," trainee dental nurse","Bognor Regis","","","","Healthcare & Nursing Jobs",13500,"careworx.co.uk","Mid-Level"
"585",1290,46636955," registered mental nurse","Coventry","","","","Healthcare & Nursing Jobs",23316,"careworx.co.uk","Mid-Level"
"586",1291,46636967," rmn rnld staff nurse","Woking","","","","Healthcare & Nursing Jobs",26000,"careworx.co.uk","Mid-Level"
"587",1293,46636973," theatre lead manager","Fleet","full_time","","","Healthcare & Nursing Jobs",45000,"careworx.co.uk","Senior"
"588",1296,46636989," team leader cwd team","UK","","","","Healthcare & Nursing Jobs",59520,"careworx.co.uk","Senior"
"589",1297,46637000," part time days rgnrmn  ph","Coventry","","","","Healthcare & Nursing Jobs",13864,"careworx.co.uk","Junior"
"590",1299,46637003," aseptic pharmacy technician","Leeds","","","","Healthcare & Nursing Jobs",36480,"careworx.co.uk","Mid-Level"
"591",1302,46637007," rgnrmn night nurse","Coventry","","","","Healthcare & Nursing Jobs",23712,"careworx.co.uk","Junior"
"592",1304,46637017," home care assistant support staff domiciliary care workers","Oxford","","","","Healthcare & Nursing Jobs",18320,"careworx.co.uk","Mid-Level"
"593",1305,46637018," home care assistant care workers support workers","Mansfield","","","","Healthcare & Nursing Jobs",16200,"careworx.co.uk","Mid-Level"
"594",1308,46637023," childnrens home manager","Kent","","","","Healthcare & Nursing Jobs",35500,"careworx.co.uk","Senior"
"595",1311,46637036," rota care coordinator","Richmond","","","","Healthcare & Nursing Jobs",18000,"careworx.co.uk","Mid-Level"
"596",1313,46637050," adult iv specialist nurse","North Yorkshire","full_time","","","Healthcare & Nursing Jobs",26500,"careworx.co.uk","Mid-Level"
"597",1314,46637067," clinical lead rgn","Liverpool","full_time","","","Healthcare & Nursing Jobs",28500,"careworx.co.uk","Senior"
"598",1316,46637075," clinical psychologist private hospital","Woking","","","","Healthcare & Nursing Jobs",42000,"careworx.co.uk","Mid-Level"
"599",1319,46637079," dementia nursing home manager","Lincoln","","","","Healthcare & Nursing Jobs",41000,"careworx.co.uk","Senior"
"600",1320,46637082," children s home manager","Bacup","","","","Healthcare & Nursing Jobs",31500,"careworx.co.uk","Senior"
"601",1321,46637087," iro chairing cp conferences","Neath","","","","Healthcare & Nursing Jobs",49920,"careworx.co.uk","Mid-Level"
"602",1324,46637129," temporary dental nurse","UK","","","","Healthcare & Nursing Jobs",21120,"careworx.co.uk","Mid-Level"
"603",1334,46637204," operating theatre practitioner","Manchester","full_time","","","Healthcare & Nursing Jobs",27000,"careworx.co.uk","Mid-Level"
"604",1336,46637248," home managercopy","Nottingham","full_time","","","Healthcare & Nursing Jobs",40000,"careworx.co.uk","Senior"
"605",1344,46637442," mri radiographer","Manchester","","","","Healthcare & Nursing Jobs",31500,"careworx.co.uk","Mid-Level"
"606",1345,46637444," anaesthetic practitionerodp","Surrey","","","","Healthcare & Nursing Jobs",30000,"careworx.co.uk","Mid-Level"
"607",1347,46637452," nure","UK","part_time","","","Healthcare & Nursing Jobs",83520,"careworx.co.uk","Mid-Level"
"608",1350,46637457," rgnrmn staff nurse","Guildford","","","","Healthcare & Nursing Jobs",27500,"careworx.co.uk","Mid-Level"
"609",1351,46637463," practitioner amhp qualified","Wales","","","","Healthcare & Nursing Jobs",55680,"careworx.co.uk","Senior"
"610",1353,46637476," male support worker","Leicester","","","","Healthcare & Nursing Jobs",15360,"careworx.co.uk","Mid-Level"
"611",1361,46637531," deputy clinic manager","Llandrindod Wells","","","","Healthcare & Nursing Jobs",30960,"careworx.co.uk","Senior"
"612",1366,46637537," aesthetic practitioner","Edinburgh","full_time","","","Healthcare & Nursing Jobs",27250,"careworx.co.uk","Mid-Level"
"613",1369,46637541," surgical patient coordinator","Maidstone","full_time","","","Healthcare & Nursing Jobs",27500,"careworx.co.uk","Mid-Level"
"614",1376,46637576," rmn rgn nursing home manager","Chester","","","","Healthcare & Nursing Jobs",42500,"careworx.co.uk","Senior"
"615",1387,46637631," treatment coordinator","Lymington","","","","Healthcare & Nursing Jobs",24000,"careworx.co.uk","Mid-Level"
"616",1390,46637636," homecare","Birmingham","","","","Healthcare & Nursing Jobs",26500,"careworx.co.uk","Senior"
"617",1391,46637658," locum nurse","Cumbria","","","","Healthcare & Nursing Jobs",83520,"careworx.co.uk","Mid-Level"
"618",1397,46637707," carer","Northumberland","","","","Healthcare & Nursing Jobs",15000,"careworx.co.uk","Senior"
"619",1403,46689025," net","Preston","","permanent","Serata Search  Ltd","IT Jobs",37500,"cv-library.co.uk","Mid-Level"
"620",1404,46787973," regional sales manager","Scotland","","","Chess Partnership","Hospitality & Catering Jobs",36000,"caterer.com","Senior"
"621",1405,46849661," associate associate real estate ","London","","","Trident","Accounting & Finance Jobs",70000,"eFinancialCareers","Senior"
"622",1406,46852017," rgns required  ","Bourne","","","","Healthcare & Nursing Jobs",23810,"careworx.co.uk","Mid-Level"
"623",1411,46852024," rgnrmn  nightsdays","Lincoln","","","","Healthcare & Nursing Jobs",23681,"careworx.co.uk","Mid-Level"
"624",1414,46852033," rmn nights  k","Darlington","","","","Healthcare & Nursing Jobs",25500,"careworx.co.uk","Mid-Level"
"625",1419,46852051," rgnrmn  per hour","Sheffield","","","","Healthcare & Nursing Jobs",21528,"careworx.co.uk","Mid-Level"
"626",1420,46852053," clinical operations manager","The City","","","","Healthcare & Nursing Jobs",42000,"careworx.co.uk","Senior"
"627",1421,46852055," oncology team leader","Leeds","","","","Healthcare & Nursing Jobs",31000,"careworx.co.uk","Senior"
"628",1428,46852076," rmnrgn nurse","UK","","","","Healthcare & Nursing Jobs",27131,"careworx.co.uk","Mid-Level"
"629",1434,47018821," part time hr manager","Sheffield","","permanent","","Travel Jobs",32500,"hays.co.uk","Senior"
"630",1435,47061779," rcruin consuan","Leeds","","permanent","Code Blue Recruitment","HR & Recruitment Jobs",25000,"cv-library.co.uk","Mid-Level"
"631",1445,47089990," supervised contact workers newport","Wales","","","","Healthcare & Nursing Jobs",20160,"careworx.co.uk","Mid-Level"
"632",1448,47089999," regional business support manager","Newcastle Upon Tyne","full_time","","","Healthcare & Nursing Jobs",47500,"careworx.co.uk","Senior"
"633",1450,47090006," domiciliary care branch manager","Northampton","","","","Healthcare & Nursing Jobs",21000,"careworx.co.uk","Senior"
"634",1451,47090019," staff nurses poplar east ","London","","","","Healthcare & Nursing Jobs",25450,"careworx.co.uk","Mid-Level"
"635",1454,47090040," locum practice nurse","Blackpool","","","","Healthcare & Nursing Jobs",62400,"careworx.co.uk","Mid-Level"
"636",1455,47090044," practice manager","Tunbridge Wells","","","","Healthcare & Nursing Jobs",21000,"careworx.co.uk","Senior"
"637",1456,47090045," support","UK","","","","Healthcare & Nursing Jobs",16000,"careworx.co.uk","Mid-Level"
"638",1461,47090107," rgn elderly care ","Warrington","","","","Healthcare & Nursing Jobs",20500,"careworx.co.uk","Mid-Level"
"639",1462,47090115," dualsite practice manager","UK","","","","Healthcare & Nursing Jobs",27000,"careworx.co.uk","Senior"
"640",1465,47096034," bookkeeper","The City","","permanent","","Other/General Jobs",41500,"hays.co.uk","Mid-Level"
"641",1468,47303965," mortgage consultant","Bournemouth","","permanent","Onestep Recruitment Ltd","Property Jobs",18000,"cv-library.co.uk","Mid-Level"
"642",1469,47613403," brasserie supervisor  town centre","UK","","","Clear Selection","Hospitality & Catering Jobs",16000,"caterer.com","Mid-Level"
"643",1470,47679631," agency nurse","Paisley","","","","Healthcare & Nursing Jobs",45120,"careworx.co.uk","Mid-Level"
"644",1477,47679914," rmn rgn night nurse","Stoke-On-Trent","","","","Healthcare & Nursing Jobs",26500,"careworx.co.uk","Mid-Level"
"645",1481,47679945," children s support worker","London","","","","Healthcare & Nursing Jobs",21120,"careworx.co.uk","Mid-Level"
"646",1483,47724568," graduate software tester","Surrey","","permanent","Gregory Martin International","IT Jobs",21500,"cv-library.co.uk","Mid-Level"
"647",1484,47724573," software tester","Surrey","","permanent","Gregory Martin International","IT Jobs",30000,"cv-library.co.uk","Senior"
"648",1485,47829526," uc solutions sales specialist","Bracknell","","permanent","Brite Recruitment","Sales Jobs",62700,"cv-library.co.uk","Mid-Level"
"649",1486,47835704," chef de partie michelin restaurant","Lincolnshire","","","Clear Selection","Hospitality & Catering Jobs",18000,"caterer.com","Senior"
"650",1487,47835824," head chef high quality multioutlet hotel award winning dining","Aberdeenshire","","","Chef Results","Hospitality & Catering Jobs",45000,"caterer.com","Senior"
"651",1489,47920373," business manager","Bradford","","","","Healthcare & Nursing Jobs",34000,"careworx.co.uk","Senior"
"652",1490,47920375," rgn business manager","Bradford","","","","Healthcare & Nursing Jobs",40000,"careworx.co.uk","Senior"
"653",1491,47920376," x qualified social workers child protection","South Yorkshire","","","","Healthcare & Nursing Jobs",42240,"careworx.co.uk","Mid-Level"
"654",1494,47920381," x qualified social worker","South Yorkshire","","","","Healthcare & Nursing Jobs",41280,"careworx.co.uk","Mid-Level"
"655",1500,47920415," theatre sister scrub","UK","","","","Healthcare & Nursing Jobs",32500,"careworx.co.uk","Mid-Level"
"656",1504,47920419," rscn paediatric nurse","Leeds","","","","Healthcare & Nursing Jobs",28000,"careworx.co.uk","Mid-Level"
"657",1509,47920429," ct radiographer","East London","","","","Healthcare & Nursing Jobs",27000,"careworx.co.uk","Mid-Level"
"658",1515,47920448," theatre practitioner endoscopy scrub","Macclesfield","","","","Healthcare & Nursing Jobs",23000,"careworx.co.uk","Mid-Level"
"659",1517,47920450," endoscopy nurse","Surrey","","","","Healthcare & Nursing Jobs",27000,"careworx.co.uk","Mid-Level"
"660",1522,47920474," occupational therapist private hospital ","Fareham","","","","Healthcare & Nursing Jobs",24000,"careworx.co.uk","Mid-Level"
"661",1524,47920489," renal dialysis nurse","Poole","","","","Healthcare & Nursing Jobs",24364,"careworx.co.uk","Mid-Level"
"662",1532,47989787," food beverage manager","Hertfordshire","","","Clear Selection","Hospitality & Catering Jobs",20000,"jobs.catererandhotelkeeper.com","Senior"
"663",1534,48082563," chef de partie one aa rosette hotel tips straight shifts","Cumbria","","","Chef Results","Hospitality & Catering Jobs",17000,"caterer.com","Senior"
"664",1535,48082694," demi chef de partie high quality dining venue tips live in","Cumbria","","","Chef Results","Hospitality & Catering Jobs",14500,"caterer.com","Senior"
"665",1536,48082901," sales marketing director","South East London","","","Chess Partnership","Hospitality & Catering Jobs",47500,"caterer.com","Mid-Level"
"666",1537,48148137," hr advisor","Cheshire","","permanent","The Works Uk Ltd","HR & Recruitment Jobs",28500,"cv-library.co.uk","Mid-Level"
"667",1538,48219448," financial controller","Basingstoke","","permanent","","Accounting & Finance Jobs",42000,"hays.co.uk","Mid-Level"
"668",1539,48245452," customer retention advisor","UK","","permanent","OP","Sales Jobs",16500,"cv-library.co.uk","Mid-Level"
"669",1540,48251155," 2nd chef small operation within grand hotel ","UK","","","Clear Selection","Hospitality & Catering Jobs",15000,"caterer.com","Senior"
"670",1546,48271431," qsw fostering social worker","Merseyside","","","","Healthcare & Nursing Jobs",42240,"careworx.co.uk","Mid-Level"
"671",1553,48271471," early years lead practitioner children s centre","Manchester","","","","Healthcare & Nursing Jobs",43200,"careworx.co.uk","Senior"
"672",1565,48271551," rgn nursing home ","Upminster","","","","Healthcare & Nursing Jobs",26500,"careworx.co.uk","Senior"
"673",1566,48271555," night carers   bucks","Great Missenden","part_time","","","Healthcare & Nursing Jobs",13824,"careworx.co.uk","Mid-Level"
"674",1567,48271556," laundry assistant required for care home in   bucks weekends only","Great Missenden","part_time","","","Healthcare & Nursing Jobs",13440,"careworx.co.uk","Mid-Level"
"675",1569,48271564," rmn","Oxford","","","","Healthcare & Nursing Jobs",24646,"careworx.co.uk","Mid-Level"
"676",1572,48271615," qsw children in care leaving care","Manchester","","","","Healthcare & Nursing Jobs",37440,"careworx.co.uk","Mid-Level"
"677",1574,48271617," arealocality manager","Staffordshire","","","","Healthcare & Nursing Jobs",45000,"careworx.co.uk","Senior"
"678",1576,48271625," nurses rehab neuro","Wishaw","","","","Healthcare & Nursing Jobs",23000,"careworx.co.uk","Mid-Level"
"679",1579,48271637," care coordinator home care agency","Smethwick","","","","Healthcare & Nursing Jobs",16750,"careworx.co.uk","Mid-Level"
"680",1583,48271648," gp liaison officer","Gillingham","full_time","","","Healthcare & Nursing Jobs",31000,"careworx.co.uk","Mid-Level"
"681",1584,48271650," children s registered manager","Dudley","","","","Healthcare & Nursing Jobs",33500,"careworx.co.uk","Senior"
"682",1586,48271656," rgn team leader days per hour","Bradford","","","","Healthcare & Nursing Jobs",24212,"careworx.co.uk","Senior"
"683",1587,48271658," theatre anaesthetistscrub practitioner","Brentwood","full_time","","","Healthcare & Nursing Jobs",27000,"careworx.co.uk","Mid-Level"
"684",1588,48271659," theatre lead urology","Brentwood","full_time","","","Healthcare & Nursing Jobs",31000,"careworx.co.uk","Senior"
"685",1590,48271670," endoscopy practitioner","Brentwood","full_time","","","Healthcare & Nursing Jobs",24500,"careworx.co.uk","Mid-Level"
"686",1592,48271674," young person support worker","West Sussex","","","","Healthcare & Nursing Jobs",21120,"careworx.co.uk","Mid-Level"
"687",1596,48271698," rgn nights ","Carlisle","","","","Healthcare & Nursing Jobs",23040,"careworx.co.uk","Mid-Level"
"688",1599,48293775," offshore oil and gas structural engineering specialist","Surrey","","permanent","","Engineering Jobs",52500,"hays.co.uk","Mid-Level"
"689",1600,48300348," toolroom machinist","Bradford","","permanent","The Works Uk Ltd","Engineering Jobs",26880,"cv-library.co.uk","Mid-Level"
"690",1601,48300390," deep hole borer","UK","","permanent","The Works Uk Ltd","Engineering Jobs",22080,"cv-library.co.uk","Mid-Level"
"691",1602,48300471," horizontal borer","Newcastle Upon Tyne","","permanent","Asset Appointments","Engineering Jobs",39955,"cv-library.co.uk","Mid-Level"
"692",1605,48409595," chef de partie large multioutlet hotel fresh food live in","Leicestershire","","","Chef Results","Hospitality & Catering Jobs",17000,"caterer.com","Senior"
"693",1606,48481413," rgn qualified nurse","Hemel Hempstead","full_time","","","Healthcare & Nursing Jobs",24000,"careworx.co.uk","Mid-Level"
"694",1609,48481425," team leader ","Gloucester","full_time","","","Healthcare & Nursing Jobs",18710,"careworx.co.uk","Senior"
